ObjectiveFunction;Configuration;Performance;ManufactureCost;Area;Yield
2.44189;2 16 16 4096 16 8 0 2 0;0.838843;2.91102;57.5664;0.903953
2.48945;2 16 16 4096 16 8 0 3 0;0.838843;2.96772;58.6454;0.903953
2.53706;2 16 16 4096 16 8 0 4 0;0.838843;3.02447;59.7243;0.903953
2.58472;2 16 16 4096 16 8 0 5 0;0.838843;3.08129;60.8033;0.903953
2.63243;2 16 16 4096 16 8 0 6 0;0.838843;3.13817;61.8823;0.903953
2.68019;2 16 16 4096 16 8 0 7 0;0.838843;3.19511;62.9612;0.903953
2.23586;2 16 16 4096 2 1 0 0 0;0.928666;2.4076;47.8557;0.902462
2.26248;2 16 16 4096 2 1 0 0 1;0.928666;2.43627;48.5685;0.905596
2.26148;2 16 16 4096 2 2 0 0 0;0.92648;2.44094;48.4628;0.901828
2.27732;2 16 16 4096 2 2 0 0 1;0.92648;2.45804;48.971;0.905278
2.29681;2 16 16 4096 2 2 0 1 0;0.92648;2.47907;49.3058;0.903951
2.42903;2 16 16 4096 32 2 0 0 0;0.856956;2.83449;55.5406;0.894467
2.51261;2 16 16 4096 32 2 0 0 1;0.856956;2.93202;57.8183;0.901558
2.60089;2 16 16 4096 32 2 0 1 0;0.856956;3.03503;59.9226;0.903916
3.42375;2 16 16 4096 32 32 0 0 0;0.880367;3.889;73.754;0.875802
3.38187;2 16 16 4096 32 32 0 0 1;0.880367;3.84144;74.181;0.892006
3.35759;2 16 16 4096 32 32 0 1 0;0.880367;3.81385;74.5971;0.903722
3.71449;2 16 16 4096 32 32 0 10 0;0.880367;4.21925;82.1844;0.903953
3.75439;2 16 16 4096 32 32 0 11 0;0.880367;4.26457;83.0275;0.903953
3.79431;2 16 16 4096 32 32 0 12 0;0.880367;4.30992;83.8705;0.903953
3.83427;2 16 16 4096 32 32 0 13 0;0.880367;4.35531;84.7136;0.903953
3.87425;2 16 16 4096 32 32 0 14 0;0.880367;4.40073;85.5566;0.903953
3.91427;2 16 16 4096 32 32 0 15 0;0.880367;4.44618;86.3996;0.903953
3.95431;2 16 16 4096 32 32 0 16 0;0.880367;4.49166;87.2427;0.903953
3.99438;2 16 16 4096 32 32 0 17 0;0.880367;4.53717;88.0857;0.903953
4.03448;2 16 16 4096 32 32 0 18 0;0.880367;4.58272;88.9288;0.903953
4.07461;2 16 16 4096 32 32 0 19 0;0.880367;4.6283;89.7718;0.903953
3.39637;2 16 16 4096 32 32 0 2 0;0.880367;3.8579;75.4401;0.903951
4.11476;2 16 16 4096 32 32 0 20 0;0.880367;4.67391;90.6148;0.903953
4.15494;2 16 16 4096 32 32 0 21 0;0.880367;4.71956;91.4579;0.903953
4.19515;2 16 16 4096 32 32 0 22 0;0.880367;4.76523;92.3009;0.903953
4.23539;2 16 16 4096 32 32 0 23 0;0.880367;4.81094;93.144;0.903953
4.27566;2 16 16 4096 32 32 0 24 0;0.880367;4.85668;93.987;0.903953
4.31596;2 16 16 4096 32 32 0 25 0;0.880367;4.90245;94.83;0.903953
4.35628;2 16 16 4096 32 32 0 26 0;0.880367;4.94825;95.6731;0.903953
4.39663;2 16 16 4096 32 32 0 27 0;0.880367;4.99408;96.5161;0.903953
4.437;2 16 16 4096 32 32 0 28 0;0.880367;5.03995;97.3592;0.903953
4.47741;2 16 16 4096 32 32 0 29 0;0.880367;5.08584;98.2022;0.903953
3.43602;2 16 16 4096 32 32 0 3 0;0.880367;3.90294;76.2831;0.903953
4.51784;2 16 16 4096 32 32 0 30 0;0.880367;5.13177;99.0452;0.903953
4.5583;2 16 16 4096 32 32 0 31 0;0.880367;5.17772;99.8883;0.903953
3.47572;2 16 16 4096 32 32 0 4 0;0.880367;3.94803;77.1262;0.903953
3.51544;2 16 16 4096 32 32 0 5 0;0.880367;3.99315;77.9692;0.903953
3.55519;2 16 16 4096 32 32 0 6 0;0.880367;4.0383;78.8123;0.903953
3.59497;2 16 16 4096 32 32 0 7 0;0.880367;4.08349;79.6553;0.903953
3.63478;2 16 16 4096 32 32 0 8 0;0.880367;4.12871;80.4984;0.903953
3.67462;2 16 16 4096 32 32 0 9 0;0.880367;4.17396;81.3414;0.903953
2.47735;2 16 16 4096 32 4 0 0 0;0.853401;2.90292;56.7548;0.893211
2.51417;2 16 16 4096 32 4 0 0 1;0.853401;2.94606;58.0454;0.900923
2.55987;2 16 16 4096 32 4 0 1 0;0.853401;2.99961;59.2494;0.903913
2.67189;2 16 16 4096 32 4 0 2 0;0.853401;3.13087;61.7439;0.903953
2.78429;2 16 16 4096 32 4 0 3 0;0.853401;3.26258;64.2384;0.903953
2.60993;2 16 16 4096 32 8 0 0 0;0.858366;3.04058;59.1833;0.890703
2.62015;2 16 16 4096 32 8 0 0 1;0.858366;3.05248;59.9804;0.89965
2.64191;2 16 16 4096 32 8 0 1 0;0.858366;3.07783;60.7341;0.903898
2.71193;2 16 16 4096 32 8 0 2 0;0.858366;3.15941;62.2849;0.903952
2.78222;2 16 16 4096 32 8 0 3 0;0.858366;3.2413;63.8358;0.903953
2.85262;2 16 16 4096 32 8 0 4 0;0.858366;3.32331;65.3866;0.903953
2.92312;2 16 16 4096 32 8 0 5 0;0.858366;3.40545;66.9374;0.903953
2.99373;2 16 16 4096 32 8 0 6 0;0.858366;3.48771;68.4882;0.903953
3.06444;2 16 16 4096 32 8 0 7 0;0.858366;3.57008;70.0391;0.903953
2.18286;2 16 16 4096 4 1 0 0 0;0.897003;2.43351;48.3275;0.901969
2.21893;2 16 16 4096 4 1 0 0 1;0.897003;2.47371;49.2763;0.905348
2.15157;2 16 16 4096 4 2 0 0 0;0.872178;2.46689;48.9347;0.901335
2.17118;2 16 16 4096 4 2 0 0 1;0.872178;2.48938;49.5608;0.90503
2.19435;2 16 16 4096 4 2 0 1 0;0.872178;2.51594;50.0136;0.90395
2.21964;2 16 16 4096 4 4 0 0 0;0.875989;2.53387;50.1489;0.900069
2.23024;2 16 16 4096 4 4 0 0 1;0.875989;2.54597;50.6137;0.904393
2.24861;2 16 16 4096 4 4 0 1 0;0.875989;2.56694;50.9919;0.903948
2.28714;2 16 16 4096 4 4 0 2 0;0.875989;2.61092;51.835;0.903953
2.32571;2 16 16 4096 4 4 0 3 0;0.875989;2.65495;52.678;0.903953
3.03857;2 16 16 4096 64 2 0 0 0;0.930852;3.26429;63.0903;0.886682
3.20827;2 16 16 4096 64 2 0 0 1;0.930852;3.44659;67.2554;0.897583
3.38349;2 16 16 4096 64 2 0 1 0;0.930852;3.63483;71.2471;0.903829
4.06102;2 16 16 4096 64 32 0 0 0;0.934891;4.34384;81.3037;0.868179
3.99802;2 16 16 4096 64 32 0 0 1;0.934891;4.27646;81.8486;0.888045
3.95614;2 16 16 4096 64 32 0 1 0;0.934891;4.23166;82.3827;0.903578
4.44446;2 16 16 4096 64 32 0 10 0;0.934891;4.75399;92.0934;0.903953
4.49914;2 16 16 4096 64 32 0 11 0;0.934891;4.81248;93.1723;0.903953
4.55388;2 16 16 4096 64 32 0 12 0;0.934891;4.87103;94.2513;0.903953
4.60866;2 16 16 4096 64 32 0 13 0;0.934891;4.92962;95.3303;0.903953
4.66349;2 16 16 4096 64 32 0 14 0;0.934891;4.98827;96.4092;0.903953
4.71837;2 16 16 4096 64 32 0 15 0;0.934891;5.04697;97.4882;0.903953
4.77329;2 16 16 4096 64 32 0 16 0;0.934891;5.10572;98.5672;0.903953
4.82826;2 16 16 4096 64 32 0 17 0;0.934891;5.16452;99.6461;0.903953
4.88328;2 16 16 4096 64 32 0 18 0;0.934891;5.22337;100.725;0.903953
4.93835;2 16 16 4096 64 32 0 19 0;0.934891;5.28227;101.804;0.903953
4.00875;2 16 16 4096 64 32 0 2 0;0.934891;4.28793;83.4616;0.90395
4.99346;2 16 16 4096 64 32 0 20 0;0.934891;5.34123;102.883;0.903953
5.04862;2 16 16 4096 64 32 0 21 0;0.934891;5.40023;103.962;0.903953
5.10383;2 16 16 4096 64 32 0 22 0;0.934891;5.45928;105.041;0.903953
5.15908;2 16 16 4096 64 32 0 23 0;0.934891;5.51838;106.12;0.903953
5.21438;2 16 16 4096 64 32 0 24 0;0.934891;5.57753;107.199;0.903953
5.26973;2 16 16 4096 64 32 0 25 0;0.934891;5.63673;108.278;0.903953
5.32512;2 16 16 4096 64 32 0 26 0;0.934891;5.69598;109.357;0.903953
5.38055;2 16 16 4096 64 32 0 27 0;0.934891;5.75528;110.436;0.903953
5.43604;2 16 16 4096 64 32 0 28 0;0.934891;5.81462;111.515;0.903953
5.49156;2 16 16 4096 64 32 0 29 0;0.934891;5.87402;112.594;0.903953
4.06303;2 16 16 4096 64 32 0 3 0;0.934891;4.34599;84.5406;0.903953
5.54713;2 16 16 4096 64 32 0 30 0;0.934891;5.93346;113.673;0.903953
5.60275;2 16 16 4096 64 32 0 31 0;0.934891;5.99295;114.752;0.903953
4.11737;2 16 16 4096 64 32 0 4 0;0.934891;4.40412;85.6196;0.903953
4.17176;2 16 16 4096 64 32 0 5 0;0.934891;4.4623;86.6985;0.903953
4.2262;2 16 16 4096 64 32 0 6 0;0.934891;4.52053;87.7775;0.903953
4.28069;2 16 16 4096 64 32 0 7 0;0.934891;4.57882;88.8565;0.903953
4.33523;2 16 16 4096 64 32 0 8 0;0.934891;4.63715;89.9354;0.903953
4.38982;2 16 16 4096 64 32 0 9 0;0.934891;4.69554;91.0144;0.903953
3.09946;2 16 16 4096 64 4 0 0 0;0.929546;3.33438;64.3045;0.885437
3.17043;2 16 16 4096 64 4 0 0 1;0.929546;3.41073;66.5388;0.896954
3.25219;2 16 16 4096 64 4 0 1 0;0.929546;3.49869;68.6865;0.903834
3.46845;2 16 16 4096 64 4 0 2 0;0.929546;3.73134;73.0684;0.903952
3.69E+00;2 16 16 4096 64 4 0 3 0;9.30E-01;3.96538;77.4503;0.903953
3.23545;2 16 16 4096 64 8 0 0 0;0.930968;3.47536;66.733;0.882951
3.25267;2 16 16 4096 64 8 0 0 1;0.930968;3.49385;68.0019;0.895685
3.28399;2 16 16 4096 64 8 0 1 0;0.930968;3.5275;69.2275;0.903814
3.40698;2 16 16 4096 64 8 0 2 0;0.930968;3.65961;71.722;0.903952
3.53076;2 16 16 4096 64 8 0 3 0;0.930968;3.79257;74.2166;0.903953
3.65482;2 16 16 4096 64 8 0 4 0;0.930968;3.92583;76.7111;0.903953
3.77915;2 16 16 4096 64 8 0 5 0;0.930968;4.05938;79.2056;0.903953
3.90376;2 16 16 4096 64 8 0 6 0;0.930968;4.19323;81.7001;0.903953
4.02864;2 16 16 4096 64 8 0 7 0;0.930968;4.32737;84.1947;0.903953
2.20147;2 16 16 4096 8 1 0 0 0;0.885751;2.48543;49.2712;0.900984
2.25755;2 16 16 4096 8 1 0 0 1;0.885751;2.54875;50.6919;0.904852
2.14566;2 16 16 4096 8 2 0 0 0;0.851816;2.51892;49.8784;0.900351
2.17398;2 16 16 4096 8 2 0 0 1;0.851816;2.55217;50.7405;0.904534
2.20599;2 16 16 4096 8 2 0 1 0;0.851816;2.58976;51.4292;0.903948
2.17954;2 16 16 4096 8 4 0 0 0;0.842787;2.5861;51.0926;0.899086
2.19357;2 16 16 4096 8 4 0 0 1;0.842787;2.60275;51.6754;0.903897
2.21528;2 16 16 4096 8 4 0 1 0;0.842787;2.62852;52.1716;0.903945
2.26278;2 16 16 4096 8 4 0 2 0;0.842787;2.68487;53.2505;0.903953
2.31035;2 16 16 4096 8 4 0 3 0;0.842787;2.74132;54.3295;0.903953
2.3135;2 16 16 4096 8 8 0 0 0;0.850156;2.72127;53.521;0.896561
2.31771;2 16 16 4096 8 8 0 0 1;0.850156;2.72621;53.9642;0.902623
2.33213;2 16 16 4096 8 8 0 1 0;0.850156;2.74318;54.3641;0.903936
2.36962;2 16 16 4096 8 8 0 2 0;0.850156;2.78727;55.2071;0.903953
2.40718;2 16 16 4096 8 8 0 3 0;0.850156;2.83146;56.0502;0.903953
2.44478;2 16 16 4096 8 8 0 4 0;0.850156;2.87568;56.8932;0.903953
2.48241;2 16 16 4096 8 8 0 5 0;0.850156;2.91995;57.7362;0.903953
2.52007;2 16 16 4096 8 8 0 6 0;0.850156;2.96425;58.5793;0.903953
2.55776;2 16 16 4096 8 8 0 7 0;0.850156;3.00858;59.4223;0.903953
2.42554;2 32 16 4096 1 1 0 0 0;0.984217;2.46444;48.8348;0.900326
2.44474;2 32 16 4096 1 1 0 0 1;0.984217;2.48395;49.4296;0.904524
2.2881;2 32 16 4096 16 1 0 0 0;0.860005;2.66056;52.3737;0.896645
2.37932;2 32 16 4096 16 1 0 0 1;0.860005;2.76664;54.738;0.902667
2.57853;2 32 16 4096 16 16 0 0 0;0.811959;3.17569;61.4804;0.88724
2.56657;2 32 16 4096 16 16 0 0 1;0.811959;3.16095;61.9127;0.897896
2.57393;2 32 16 4096 16 16 0 1 0;0.811959;3.17002;62.3234;0.901506
2.90088;2 32 16 4096 16 16 0 10 0;0.811959;3.57269;69.9108;0.901567
2.93737;2 32 16 4096 16 16 0 11 0;0.811959;3.61763;70.7538;0.901567
2.97389;2 32 16 4096 16 16 0 12 0;0.811959;3.66261;71.5969;0.901567
3.01044;2 32 16 4096 16 16 0 13 0;0.811959;3.70763;72.4399;0.901567
3.04702;2 32 16 4096 16 16 0 14 0;0.811959;3.75268;73.2829;0.901567
3.08363;2 32 16 4096 16 16 0 15 0;0.811959;3.79776;74.126;0.901567
2.60998;2 32 16 4096 16 16 0 2 0;0.811959;3.21443;63.1665;0.901567
2.64624;2 32 16 4096 16 16 0 3 0;0.811959;3.25908;64.0095;0.901567
2.68253;2 32 16 4096 16 16 0 4 0;0.811959;3.30378;64.8525;0.901567
2.71885;2 32 16 4096 16 16 0 5 0;0.811959;3.34851;65.6956;0.901567
2.7552;2 32 16 4096 16 16 0 6 0;0.811959;3.39327;66.5386;0.901567
2.79158;2 32 16 4096 16 16 0 7 0;0.811959;3.43807;67.3817;0.901567
2.82798;2 32 16 4096 16 16 0 8 0;0.811959;3.48291;68.2247;0.901567
2.86442;2 32 16 4096 16 16 0 9 0;0.811959;3.52778;69.0677;0.901567
2.20911;2 32 16 4096 16 2 0 0 0;0.819879;2.69443;52.9808;0.896014
2.25091;2 32 16 4096 16 2 0 0 1;0.819879;2.74541;54.3147;0.90235
2.30286;2 32 16 4096 16 2 0 1 0;0.819879;2.80878;55.4753;0.901555
2.22425;2 32 16 4096 16 4 0 0 0;0.805191;2.76238;54.195;0.894756
2.24168;2 32 16 4096 16 4 0 0 1;0.805191;2.78404;55.0138;0.901714
2.27306;2 32 16 4096 16 4 0 1 0;0.805191;2.823;55.7458;0.901551
2.3387;2 32 16 4096 16 4 0 2 0;0.805191;2.90453;57.2967;0.901567
2.40448;2 32 16 4096 16 4 0 3 0;0.805191;2.98623;58.8475;0.901567
2.33582;2 32 16 4096 16 8 0 0 0;0.805709;2.89908;56.6235;0.892243
2.33837;2 32 16 4096 16 8 0 0 1;0.805709;2.90225;57.1846;0.900442
2.35749;2 32 16 4096 16 8 0 1 0;0.805709;2.92598;57.7024;0.90154
2.40322;2 32 16 4096 16 8 0 2 0;0.805709;2.98274;58.7814;0.901567
2.44908;2 32 16 4096 16 8 0 3 0;0.805709;3.03966;59.8604;0.901567
2.49498;2 32 16 4096 16 8 0 4 0;0.805709;3.09663;60.9393;0.901567
2.54094;2 32 16 4096 16 8 0 5 0;0.805709;3.15367;62.0183;0.901567
2.58694;2 32 16 4096 16 8 0 6 0;0.805709;3.21076;63.0973;0.901567
2.63299;2 32 16 4096 16 8 0 7 0;0.805709;3.26792;64.1762;0.901567
2.24581;2 32 16 4096 2 1 0 0 0;0.906502;2.47744;49.0707;0.90008
2.26871;2 32 16 4096 2 1 0 0 1;0.906502;2.50271;49.7835;0.9044
2.26965;2 32 16 4096 2 2 0 0 0;0.903901;2.51095;49.6778;0.899448
2.28194;2 32 16 4096 2 2 0 0 1;0.903901;2.52455;50.186;0.904082
2.30413;2 32 16 4096 2 2 0 1 0;0.903901;2.5491;50.5208;0.901566
2.365;2 32 16 4096 32 2 0 0 0;0.813678;2.90655;56.7556;0.892107
2.44104;2 32 16 4096 32 2 0 0 1;0.813678;3.00001;59.0333;0.900368
2.52828;2 32 16 4096 32 2 0 1 0;0.813678;3.10723;61.1376;0.901531
3.21966;2 32 16 4096 32 32 0 0 0;0.811734;3.9664;74.969;0.873491
3.17578;2 32 16 4096 32 32 0 0 1;0.811734;3.91234;75.396;0.890829
3.15685;2 32 16 4096 32 32 0 1 0;0.811734;3.88902;75.8121;0.901337
3.48714;2 32 16 4096 32 32 0 10 0;0.811734;4.29591;83.3994;0.901567
3.52406;2 32 16 4096 32 32 0 11 0;0.811734;4.3414;84.2425;0.901567
3.56101;2 32 16 4096 32 32 0 12 0;0.811734;4.38692;85.0855;0.901567
3.59799;2 32 16 4096 32 32 0 13 0;0.811734;4.43247;85.9286;0.901567
3.63499;2 32 16 4096 32 32 0 14 0;0.811734;4.47806;86.7716;0.901567
3.67202;2 32 16 4096 32 32 0 15 0;0.811734;4.52368;87.6146;0.901567
3.70908;2 32 16 4096 32 32 0 16 0;0.811734;4.56933;88.4577;0.901567
3.74616;2 32 16 4096 32 32 0 17 0;0.811734;4.61501;89.3007;0.901567
3.78327;2 32 16 4096 32 32 0 18 0;0.811734;4.66072;90.1438;0.901567
3.8204;2 32 16 4096 32 32 0 19 0;0.811734;4.70647;90.9868;0.901567
3.19273;2 32 16 4096 32 32 0 2 0;0.811734;3.93322;76.6551;0.901566
3.85756;2 32 16 4096 32 32 0 20 0;0.811734;4.75225;91.8298;0.901567
3.89475;2 32 16 4096 32 32 0 21 0;0.811734;4.79806;92.6729;0.901567
3.93196;2 32 16 4096 32 32 0 22 0;0.811734;4.8439;93.5159;0.901567
3.9692;2 32 16 4096 32 32 0 23 0;0.811734;4.88977;94.359;0.901567
4.00646;2 32 16 4096 32 32 0 24 0;0.811734;4.93568;95.202;0.901567
4.04375;2 32 16 4096 32 32 0 25 0;0.811734;4.98162;96.045;0.901567
4.08106;2 32 16 4096 32 32 0 26 0;0.811734;5.02758;96.8881;0.901567
4.1184;2 32 16 4096 32 32 0 27 0;0.811734;5.07358;97.7311;0.901567
4.15576;2 32 16 4096 32 32 0 28 0;0.811734;5.11961;98.5742;0.901567
4.19315;2 32 16 4096 32 32 0 29 0;0.811734;5.16567;99.4172;0.901567
3.22943;2 32 16 4096 32 32 0 3 0;0.811734;3.97843;77.4981;0.901567
4.23057;2 32 16 4096 32 32 0 30 0;0.811734;5.21176;100.26;0.901567
4.26801;2 32 16 4096 32 32 0 31 0;0.811734;5.25789;101.103;0.901567
3.26616;2 32 16 4096 32 32 0 4 0;0.811734;4.02369;78.3412;0.901567
3.30292;2 32 16 4096 32 32 0 5 0;0.811734;4.06897;79.1842;0.901567
3.33971;2 32 16 4096 32 32 0 6 0;0.811734;4.11429;80.0273;0.901567
3.37653;2 32 16 4096 32 32 0 7 0;0.811734;4.15965;80.8703;0.901567
3.41337;2 32 16 4096 32 32 0 8 0;0.811734;4.20504;81.7134;0.901567
3.45024;2 32 16 4096 32 32 0 9 0;0.811734;4.25046;82.5564;0.901567
2.37578;2 32 16 4096 32 4 0 0 0;0.798493;2.97533;57.9698;0.890853
2.40676;2 32 16 4096 32 4 0 0 1;0.798493;3.01413;59.2604;0.899734
2.45271;2 32 16 4096 32 4 0 1 0;0.798493;3.07168;60.4644;0.901528
2.55792;2 32 16 4096 32 4 0 2 0;0.798493;3.20344;62.9589;0.901567
2.6635;2 32 16 4096 32 4 0 3 0;0.798493;3.33566;65.4534;0.901567
2.48096;2 32 16 4096 32 8 0 0 0;0.796791;3.11369;60.3983;0.888352
2.48671;2 32 16 4096 32 8 0 0 1;0.796791;3.12091;61.1954;0.898462
2.51005;2 32 16 4096 32 8 0 1 0;0.796791;3.1502;61.9491;0.901513
2.5753;2 32 16 4096 32 8 0 2 0;0.796791;3.23209;63.4999;0.901567
2.6408;2 32 16 4096 32 8 0 3 0;0.796791;3.31429;65.0508;0.901567
2.70639;2 32 16 4096 32 8 0 4 0;0.796791;3.39662;66.6016;0.901567
2.77209;2 32 16 4096 32 8 0 5 0;0.796791;3.47906;68.1524;0.901567
2.83788;2 32 16 4096 32 8 0 6 0;0.796791;3.56163;69.7032;0.901567
2.90376;2 32 16 4096 32 8 0 7 0;0.796791;3.64432;71.2541;0.901567
2.19095;2 32 16 4096 4 1 0 0 0;0.875163;2.50348;49.5425;0.899589
2.22315;2 32 16 4096 4 1 0 0 1;0.875163;2.54026;50.4913;0.904153
2.15607;2 32 16 4096 4 2 0 0 0;0.849835;2.53704;50.1497;0.898956
2.17217;2 32 16 4096 4 2 0 0 1;0.849835;2.55599;50.7758;0.903835
2.19777;2 32 16 4096 4 2 0 1 0;0.849835;2.58611;51.2286;0.901565
2.22117;2 32 16 4096 4 4 0 0 0;0.852865;2.60437;51.3639;0.897693
2.22834;2 32 16 4096 4 4 0 0 1;0.852865;2.61278;51.8287;0.903199
2.24927;2 32 16 4096 4 4 0 1 0;0.852865;2.63732;52.2069;0.901562
2.28693;2 32 16 4096 4 4 0 2 0;0.852865;2.68147;53.05;0.901567
2.32E+00;2 32 16 4096 4 4 0 3 0;8.53E-01;2.72567;53.893;0.901567
2.77224;2 32 16 4096 64 2 0 0 0;0.830373;3.33854;64.3053;0.884343
2.91971;2 32 16 4096 64 2 0 0 1;0.830373;3.51614;68.4704;0.896397
3.08012;2 32 16 4096 64 2 0 1 0;0.830373;3.70932;72.4621;0.901444
3.70012;2 32 16 4096 64 32 0 0 0;0.836472;4.42348;82.5187;0.865888
3.63755;2 32 16 4096 64 32 0 0 1;0.836472;4.34868;83.0636;0.886873
3.60385;2 32 16 4096 64 32 0 1 0;0.836472;4.30839;83.5977;0.901194
4.04234;2 32 16 4096 64 32 0 10 0;0.836472;4.83261;93.3084;0.901567
4.09145;2 32 16 4096 64 32 0 11 0;0.836472;4.89132;94.3873;0.901567
4.1406;2 32 16 4096 64 32 0 12 0;0.836472;4.95008;95.4663;0.901567
4.18979;2 32 16 4096 64 32 0 13 0;0.836472;5.00889;96.5453;0.901567
4.23903;2 32 16 4096 64 32 0 14 0;0.836472;5.06775;97.6242;0.901567
4.28831;2 32 16 4096 64 32 0 15 0;0.836472;5.12666;98.7032;0.901567
4.33763;2 32 16 4096 64 32 0 16 0;0.836472;5.18562;99.7822;0.901567
4.38699;2 32 16 4096 64 32 0 17 0;0.836472;5.24464;100.861;0.901567
4.4364;2 32 16 4096 64 32 0 18 0;0.836472;5.3037;101.94;0.901567
4.48584;2 32 16 4096 64 32 0 19 0;0.836472;5.36281;103.019;0.901567
3.65107;2 32 16 4096 64 32 0 2 0;0.836472;4.36485;84.6766;0.901565
4.53533;2 32 16 4096 64 32 0 20 0;0.836472;5.42198;104.098;0.901567
4.58486;2 32 16 4096 64 32 0 21 0;0.836472;5.48119;105.177;0.901567
4.63444;2 32 16 4096 64 32 0 22 0;0.836472;5.54046;106.256;0.901567
4.68405;2 32 16 4096 64 32 0 23 0;0.836472;5.59977;107.335;0.901567
4.7337;2 32 16 4096 64 32 0 24 0;0.836472;5.65913;108.414;0.901567
4.7834;2 32 16 4096 64 32 0 25 0;0.836472;5.71854;109.493;0.901567
4.83314;2 32 16 4096 64 32 0 26 0;0.836472;5.778;110.572;0.901567
4.88291;2 32 16 4096 64 32 0 27 0;0.836472;5.83751;111.651;0.901567
4.93273;2 32 16 4096 64 32 0 28 0;0.836472;5.89707;112.73;0.901567
4.98259;2 32 16 4096 64 32 0 29 0;0.836472;5.95668;113.809;0.901567
3.69982;2 32 16 4096 64 32 0 3 0;0.836472;4.42312;85.7556;0.901567
5.03249;2 32 16 4096 64 32 0 30 0;0.836472;6.01633;114.888;0.901567
5.08243;2 32 16 4096 64 32 0 31 0;0.836472;6.07603;115.967;0.901567
3.74862;2 32 16 4096 64 32 0 4 0;0.836472;4.48146;86.8346;0.901567
3.79746;2 32 16 4096 64 32 0 5 0;0.836472;4.53986;87.9135;0.901567
3.84635;2 32 16 4096 64 32 0 6 0;0.836472;4.5983;88.9925;0.901567
3.89528;2 32 16 4096 64 32 0 7 0;0.836472;4.6568;90.0715;0.901567
3.94426;2 32 16 4096 64 32 0 8 0;0.836472;4.71535;91.1504;0.901567
3.99328;2 32 16 4096 64 32 0 9 0;0.836472;4.77396;92.2294;0.901567
2.81759;2 32 16 4096 64 4 0 0 0;0.826519;3.40899;65.5195;0.8831
2.87648;2 32 16 4096 64 4 0 0 1;0.826519;3.48024;67.7538;0.89577
2.95287;2 32 16 4096 64 4 0 1 0;0.826519;3.57267;69.9015;0.901448
3.14588;2 32 16 4096 64 4 0 2 0;0.826519;3.80618;74.2834;0.901567
3.34E+00;2 32 16 4096 64 4 0 3 0;8.27E-01;4.0411;78.6653;0.901567
2.94281;2 32 16 4096 64 8 0 0 0;0.828801;3.55068;67.948;0.88062
2.95356;2 32 16 4096 64 8 0 0 1;0.828801;3.56365;69.2169;0.894502
2.985;2 32 16 4096 64 8 0 1 0;0.828801;3.60159;70.4425;0.901429
3.0949;2 32 16 4096 64 8 0 2 0;0.828801;3.73419;72.937;0.901566
3.20551;2 32 16 4096 64 8 0 3 0;0.828801;3.86764;75.4316;0.901567
3.31637;2 32 16 4096 64 8 0 4 0;0.828801;4.0014;77.9261;0.901567
3.42747;2 32 16 4096 64 8 0 5 0;0.828801;4.13545;80.4206;0.901567
3.53881;2 32 16 4096 64 8 0 6 0;0.828801;4.2698;82.9151;0.901567
3.6504;2 32 16 4096 64 8 0 7 0;0.828801;4.40443;85.4097;0.901567
2.20775;2 32 16 4096 8 1 0 0 0;0.863859;2.55568;50.4862;0.898606
2.25945;2 32 16 4096 8 1 0 0 1;0.863859;2.61553;51.9069;0.903658
2.14838;2 32 16 4096 8 2 0 0 0;0.829699;2.58935;51.0934;0.897975
2.17297;2 32 16 4096 8 2 0 0 1;0.829699;2.61899;51.9555;0.90334
2.20718;2 32 16 4096 8 2 0 1 0;0.829699;2.66022;52.6442;0.901562
2.17814;2 32 16 4096 8 4 0 0 0;0.819811;2.65688;52.3076;0.896713
2.18868;2 32 16 4096 8 4 0 0 1;0.819811;2.66974;52.8904;0.902704
2.21278;2 32 16 4096 8 4 0 1 0;0.819811;2.69913;53.3866;0.901559
2.25916;2 32 16 4096 8 4 0 2 0;0.819811;2.75571;54.4655;0.901567
2.30562;2 32 16 4096 8 4 0 3 0;0.819811;2.81237;55.5445;0.901567
2.30525;2 32 16 4096 8 8 0 0 0;0.825442;2.79275;54.736;0.894195
2.30596;2 32 16 4096 8 8 0 0 1;0.825442;2.79361;55.1792;0.901431
2.323;2 32 16 4096 8 8 0 1 0;0.825442;2.81424;55.5791;0.90155
2.35953;2 32 16 4096 8 8 0 2 0;0.825442;2.85851;56.4221;0.901567
2.39615;2 32 16 4096 8 8 0 3 0;0.825442;2.90287;57.2652;0.901567
2.4328;2 32 16 4096 8 8 0 4 0;0.825442;2.94726;58.1082;0.901567
2.46947;2 32 16 4096 8 8 0 5 0;0.825442;2.9917;58.9512;0.901567
2.50618;2 32 16 4096 8 8 0 6 0;0.825442;3.03617;59.7943;0.901567
2.54292;2 32 16 4096 8 8 0 7 0;0.825442;3.08068;60.6373;0.901567
2.55617;2 64 16 4096 1 1 0 0 0;0.981145;2.60529;51.2648;0.89558
2.56811;2 64 16 4096 1 1 0 0 1;0.981145;2.61747;51.8596;0.902137
2.40007;2 64 16 4096 16 1 0 0 0;0.85611;2.80346;54.8037;0.891918
2.48433;2 64 16 4096 16 1 0 0 1;0.85611;2.90188;57.168;0.900284
2.67739;2 64 16 4096 16 16 0 0 0;0.805499;3.3239;63.9104;0.882563
2.65722;2 64 16 4096 16 16 0 0 1;0.805499;3.29885;64.3427;0.895527
